reziser,jmeno,name,rok,zanr,zeme,autor,csfd,imdb,odkaz,link,rozdil
"Tarantino, Quentin",Sin City - mìsto høíchu,Sin City ,2005,Akèní/Krimi/Thriller,USA,"Robert Rodriguez, Quentin Tarantino",8,8.2,www.csfd.cz/film/178904-sin-city-mesto-hrichu/,www.imdb.com/title/tt0401792/,-0.199999999999999
"Tarantino, Quentin",Hanebnı pancharti,Inglourious Basterds ,2009,Dobrodrunı/Váleènı/Drama,"USA, Nìmecko",Quentin Tarantino,8.5,8.3,www.csfd.cz/film/117077-hanebny-pancharti/,www.imdb.com/title/tt0361748/,0.199999999999999
"Tarantino, Quentin",Nespoutanı Django,Django Unchained ,2012,Western/Dobrodrunı/Drama,USA,Quentin Tarantino,8.8,8.5,www.csfd.cz/film/294824-nespoutany-django/,www.imdb.com/title/tt1853728/,0.300000000000001
"Vláèil, František",Holubice ,Holubice ,1960,Poetickı,Èeskoslovensko,František Vláèil,8.5,6.9,www.csfd.cz/film/9338-holubice/,www.imdb.com/title/tt0175743/,1.6
"Vláèil, František",Ïáblova past ,Ïáblova past ,1961,Drama,Èeskoslovensko,František Vláèil,8.5,6.9,www.csfd.cz/film/9333-dablova-past/,www.imdb.com/title/tt0054780/,1.6
"Vláèil, František",Marketa Lazarová ,Marketa Lazarová ,1967,Poetickı/Drama/Historickı/Podobenství,Èeskoslovensko,František Vláèil,8.2,7.8,www.csfd.cz/film/9342-marketa-lazarova/,www.imdb.com/title/tt0063278/,0.399999999999999
"Vláèil, František",Údolí vèel ,Údolí vèel ,1967,Drama/Historickı,Èeskoslovensko,František Vláèil,8.5,7.4,www.csfd.cz/film/9353-udoli-vcel/,www.imdb.com/title/tt0122770/,1.1
"Vláèil, František",Adelheid ,Adelheid ,1969,Drama/Psychologickı/Váleènı,Èeskoslovensko,František Vláèil,8.5,7.1,www.csfd.cz/film/9332-adelheid/,www.imdb.com/title/tt0122371/,1.4
"Vláèil, František",Dım bramborové natì ,Dım bramborové natì ,1976,Drama/Psychologickı,Èeskoslovensko,František Vláèil,7.7,6.8,www.csfd.cz/film/9336-dym-bramborove-nate/,www.imdb.com/title/tt0074448/,0.9
"Vláèil, František",Stíny horkého léta ,Stíny horkého léta ,1977,Drama/Váleènı,Èeskoslovensko,František Vláèil,8.4,6.6,www.csfd.cz/film/9351-stiny-horkeho-leta/,www.imdb.com/title/tt0076765/,1.8
"Vláèil, František",Koncert na konci léta ,Koncert na konci léta ,1979,Drama/ivotopisnı/Hudební/Historickı,Èeskoslovensko,František Vláèil,6.9,6.7,www.csfd.cz/film/9340-koncert-na-konci-leta/,www.imdb.com/title/tt0175820/,0.2
"Vláèil, František",Hadí jed ,Hadí jed ,1981,Drama,Èeskoslovensko,František Vláèil,7.2,7,www.csfd.cz/film/9337-hadi-jed/,www.imdb.com/title/tt0082494/,0.2
"Vláèil, František",Pasáèek z doliny ,Pasáèek z doliny ,1983,Drama/Poetickı,Èeskoslovensko,František Vláèil,7.7,7.7,www.csfd.cz/film/9345-pasacek-z-doliny/,www.imdb.com/title/tt0176008/,0
"Vláèil, František",Stín kapradiny ,Stín kapradiny ,1984,Drama,Èeskoslovensko,František Vláèil,7,7,www.csfd.cz/film/9352-stin-kapradiny/,www.imdb.com/title/tt0176198/,0
"Vláèil, František",Mág ,Mág ,1987,Drama/ivotopisnı/Historickı,Èeskoslovensko,František Vláèil,6.3,6.4,www.csfd.cz/film/9344-mag/,www.imdb.com/title/tt0175934/,-0.100000000000001
"Allen, Woody","What's Up, Tiger Lily?","What's Up, Tiger Lily? ",1966,Komedie/Dobrodrunı/Thriller,"USA, Japonsko","Senkièi Taniguèi, Woody Allen",6.2,6,www.csfd.cz/film/59-what-s-up-tiger-lily/,www.imdb.com/title/tt0061177/,0.2
"Allen, Woody",Seber prachy a zmiz,Take the Money and Run ,1969,Komedie,USA,Woody Allen,8.3,7.2,www.csfd.cz/film/58-seber-prachy-a-zmiz/,www.imdb.com/title/tt0065063/,1.1
"Allen, Woody",Banáni,Bananas ,1971,Komedie,USA,Woody Allen,7.7,7,www.csfd.cz/film/28-banani/,www.imdb.com/title/tt0066808/,0.7
"Allen, Woody","Všechno, co jste kdy chtìli vìdìt o sexu",Everything You Always Wanted to Know About Sex,1972,Komedie/Povídkovı,USA,Woody Allen,8.1,6.8,www.csfd.cz/film/37-vsechno-co-jste-kdy-chteli-vedet-o-sexu-ale-bali-jste-se-zeptat/,www.imdb.com/title/tt0068555/,1.3
"Allen, Woody",Spáè,Sleeper ,1973,Komedie/Sci-Fi,USA,Woody Allen,8.1,7.2,www.csfd.cz/film/53-spac/,www.imdb.com/title/tt0070707/,0.899999999999999
"Allen, Woody",Láska a smrt,Love and Death ,1975,Komedie/Váleènı,USA,Woody Allen,8.5,7.7,www.csfd.cz/film/42-laska-a-smrt/,www.imdb.com/title/tt0073312/,0.8
"Allen, Woody",Annie Hallová,Annie Hall ,1977,Komedie/Romantickı,USA,Woody Allen,8.5,8.2,www.csfd.cz/film/26-annie-hallova/,www.imdb.com/title/tt0075686/,0.300000000000001
"Allen, Woody",Interiéry,Interiors ,1978,Drama,USA,Woody Allen,7.4,7.3,www.csfd.cz/film/41-interiery/,www.imdb.com/title/tt0077742/,0.100000000000001
"Allen, Woody",Manhattan,Manhattan ,1979,Komedie/Drama/Romantickı,USA,Woody Allen,8.4,8,www.csfd.cz/film/43-manhattan/,www.imdb.com/title/tt0079522/,0.4
"Allen, Woody",Vzpomínky na hvìzdnı prach,Stardust Memories ,1980,Komedie/Drama,USA,Woody Allen,7.3,7.2,www.csfd.cz/film/56-vzpominky-na-hvezdny-prach/,www.imdb.com/title/tt0081554/,0.0999999999999996
"Allen, Woody",Sex noci svatojánské,"Midsummer Night's Sex Comedy, A ",1982,Komedie,USA,Woody Allen,7.3,6.6,www.csfd.cz/film/46-sex-noci-svatojanske/,www.imdb.com/title/tt0084329/,0.7
"Allen, Woody",Zelig,Zelig ,1983,Komedie,USA,Woody Allen,8.1,7.7,www.csfd.cz/film/60-zelig/,www.imdb.com/title/tt0086637/,0.399999999999999
"Allen, Woody",Danny Rose z Broadwaye,Broadway Danny Rose ,1984,Komedie,USA,Woody Allen,7.6,7.4,www.csfd.cz/film/29-danny-rose-z-broadwaye/,www.imdb.com/title/tt0087003/,0.199999999999999
"Allen, Woody",Purpurová rùe z Káhiry,"Purple Rose of Cairo, The ",1985,Komedie/Fantasy/Romantickı,USA,Woody Allen,7.9,7.7,www.csfd.cz/film/49-purpurova-ruze-z-kahiry/,www.imdb.com/title/tt0089853/,0.2
"Allen, Woody",Hana a její sestry,Hannah and Her Sisters ,1986,Komedie/Romantickı/Drama,USA,Woody Allen,8.5,7.9,www.csfd.cz/film/38-hana-a-jeji-sestry/,www.imdb.com/title/tt0091167/,0.6
"Allen, Woody",Záøí,September ,1987,Drama/Psychologickı,USA,Woody Allen,6.9,6.5,www.csfd.cz/film/51-zari/,www.imdb.com/title/tt0093940/,0.4
"Allen, Woody",Zlaté èasy rádia,Radio Days ,1987,Komedie/Drama,USA,Woody Allen,8.1,7.5,www.csfd.cz/film/50-zlate-casy-radia/,www.imdb.com/title/tt0093818/,0.6
"Allen, Woody",Jiná ena,Another Woman ,1988,Drama/Psychologickı,USA,Woody Allen,7.4,7.3,www.csfd.cz/film/27-jina-zena/,www.imdb.com/title/tt0094663/,0.100000000000001
"Allen, Woody",Povídky z New Yorku,New York Stories ,1989,Komedie/Drama/Povídkovı,USA,"Martin Scorsese, Woody Allen",7,6.2,www.csfd.cz/film/48-povidky-z-new-yorku/,www.imdb.com/title/tt0097965/,0.8
"Allen, Woody",Zloèiny a poklesky,Crimes and Misdemeanors ,1989,Komedie/Drama,USA,Woody Allen,8.4,8,www.csfd.cz/film/32-zlociny-a-poklesky/,www.imdb.com/title/tt0097123/,0.4
"Allen, Woody",Alice,Alice ,1990,Romantickı/Drama/Fantasy/Komedie,USA,Woody Allen,7.2,6.5,www.csfd.cz/film/25-alice/,www.imdb.com/title/tt0099012/,0.7
"Allen, Woody",Stíny a mlha,Shadows and Fog ,1991,Komedie/Krimi/Drama/Mysteriózní,USA,Woody Allen,7.7,6.6,www.csfd.cz/film/52-stiny-a-mlha/,www.imdb.com/title/tt0105378/,1.1
"Allen, Woody",Manelé a manelky,Husbands and Wives ,1992,Komedie/Drama/Romantickı,USA,Woody Allen,8,7.4,www.csfd.cz/film/40-manzele-a-manzelky/,www.imdb.com/title/tt0104466/,0.6
"Allen, Woody",Tajemná vrada na Manhattanu,Manhattan Murder Mystery ,1993,Komedie/Mysteriózní/Krimi,USA,Woody Allen,8.2,7.3,www.csfd.cz/film/44-tajemna-vrazda-na-manhattanu/,www.imdb.com/title/tt0107507/,0.899999999999999
"Allen, Woody",Vıstøely na Broadwayi,Bullets Over Broadway ,1994,Komedie/Romantickı/Krimi,USA,Woody Allen,8.2,7.4,www.csfd.cz/film/30-vystrely-na-broadwayi/,www.imdb.com/title/tt0109348/,0.799999999999999
"Allen, Woody",Mocná Afrodité,Mighty Aphrodite ,1995,Komedie/Fantasy/Romantickı,USA,Woody Allen,7.8,7,www.csfd.cz/film/47-mocna-afrodite/,www.imdb.com/title/tt0113819/,0.8
"Allen, Woody",Všichni øíkají: Miluji tì,Everyone Says I Love You ,1996,Komedie/Muzikál/Romantickı,USA,Woody Allen,7.5,6.7,www.csfd.cz/film/36-vsichni-rikaji-miluji-te/,www.imdb.com/title/tt0116242/,0.8
"Allen, Woody",Pozor na Harryho,Deconstructing Harry ,1997,Komedie,USA,Woody Allen,7.7,7.3,www.csfd.cz/film/34-pozor-na-harryho/,www.imdb.com/title/tt0118954/,0.4
"Allen, Woody",Celebrity,Celebrity ,1998,Komedie/Drama,USA,Woody Allen,7,6.2,www.csfd.cz/film/31-celebrity/,www.imdb.com/title/tt0120533/,0.8
"Allen, Woody",Sladkı nièema,Sweet and Lowdown ,1999,Komedie/Drama/Hudební,USA,Woody Allen,7.5,7.2,www.csfd.cz/film/57-sladky-nicema/,www.imdb.com/title/tt0158371/,0.3
