Idiot	Hakuchi 	1951	Drama	Japonsko	Akira Kurosawa	7.8	7.4	www.csfd.cz/film/5424-idiot/	www.imdb.com/title/tt0043614/
Jak je tìké bıt dìdeèkem	Father's Little Dividend 	1951	Komedie / Romantickı	USA	Vincente Minnelli	7.4	6.6	www.csfd.cz/film/6757-jak-je-tezke-byt-dedeckem/	www.imdb.com/title/tt0043526/
Kouzelná skøíòka	Magic Box, The 	1951	Drama / ivotopisnı	Velká Británie	John Boulting	7.5	7.0	www.csfd.cz/film/21538-kouzelna-skrinka/	www.imdb.com/title/tt0043769/
Koená maska	Nez de cuir 	1951	Drama	Francie / Itálie	Yves Allégret	5.8	6.0	www.csfd.cz/film/36695-kozena-maska/	www.imdb.com/title/tt0043837/
Královská svatba	Royal Wedding 	1951	Komedie / Muzikál / Romantickı	USA	Stanley Donen	7	6.6	www.csfd.cz/film/2425-kralovska-svatba/	www.imdb.com/title/tt0043983/
Laurel a Hardy zdìdili ostrov	Atoll K 	1951	Komedie	Francie / Itálie	John Berry, Léo Joannon	6.1	5.3	www.csfd.cz/film/74244-laurel-a-hardy-zdedili-ostrov/	www.imdb.com/title/tt0042210/
Lazy sa pohli 	Lazy sa pohli 	1951	Drama	Èeskoslovensko	Pa¾o Bielik	4.7	NA	www.csfd.cz/film/29349-lazy-sa-pohli/	www.imdb.com/title/tt0244035/
Letní sen	Sommarlek 	1951	Drama / Romantickı	Švédsko	Ingmar Bergman	7.8	7.4	www.csfd.cz/film/728-letni-sen/	www.imdb.com/title/tt0044060/
Lidé budou pomlouvat	People Will Talk 	1951	Komedie / Romantickı	USA	Joseph L. Mankiewicz	6.5	7.3	www.csfd.cz/film/6398-lide-budou-pomlouvat/	www.imdb.com/title/tt0043915/
Liška pouštì	Desert Fox: The Story of Rommel, The 	1951	Drama / Váleènı / Historickı / ivotopisnı	USA	Henry Hathaway	6.7	6.9	www.csfd.cz/film/22712-liska-pouste/	www.imdb.com/title/tt0043461/
Mikoláš Aleš 	Mikoláš Aleš 	1951	ivotopisnı / Historickı / Drama	Èeskoslovensko	Václav Krška	6.4	NA	www.csfd.cz/film/5371-mikolas-ales/	www.imdb.com/title/tt0151571/
Místo na vısluní	Place in the Sun, A 	1951	Drama / Film-Noir / Romantickı	USA	George Stevens	8	7.7	www.csfd.cz/film/8730-misto-na-vysluni/	www.imdb.com/title/tt0043924/
Mordová rokle 	Mordová rokle 	1951	Drama	Èeskoslovensko	Jiøí Slavíèek	5.9	NA	www.csfd.cz/film/117030-mordova-rokle/	www.imdb.com/title/tt0232125/
Mu v bílém obleku	Man in the White Suit, The 	1951	Komedie / Sci-Fi / Drama	Velká Británie	Alexander Mackendrick	7	7.5	www.csfd.cz/film/19781-muz-v-bilem-obleku/	www.imdb.com/title/tt0044876/
Mu, kterı prochází zdí	Passe-muraille, Le 	1951	Komedie	Francie / Itálie	Jean Boyer	8	6.0	www.csfd.cz/film/92532-muz-ktery-prochazi-zdi/	www.imdb.com/title/tt0043577/
Ocelová pøilba	Steel Helmet, The 	1951	Drama / Váleènı	USA	Samuel Fuller	7.3	7.5	www.csfd.cz/film/46587-ocelova-prilba/	www.imdb.com/title/tt0044072/
Operace Pacifik	Operation Pacific 	1951	Drama / Váleènı	USA	George Waggner	6.2	6.5	www.csfd.cz/film/21761-operace-pacifik/	www.imdb.com/title/tt0043887/
Pozor, banditi!	Achtung! Banditi! 	1951	Drama / Váleènı	Itálie	Carlo Lizzani	4.9	6.6	www.csfd.cz/film/41289-pozor-banditi/	www.imdb.com/title/tt0043261/
Quo Vadis	Quo Vadis 	1951	Drama / Romantickı / Historickı	USA	Mervyn LeRoy	7.9	7.1	www.csfd.cz/film/27022-quo-vadis/	www.imdb.com/title/tt0043949/
Rawhide 	Rawhide 	1951	Western	USA	Henry Hathaway	8.1	7.0	www.csfd.cz/film/26422-rawhide/	www.imdb.com/title/tt0043959/
Red Badge of Courage, The 	Red Badge of Courage, The 	1951	Váleènı	USA	John Huston	6.7	7.2	www.csfd.cz/film/4609-red-badge-of-courage-the/	www.imdb.com/title/tt0043961/
Riskuj všechno!	Go for Broke! 	1951	Drama / Váleènı	USA	Robert Pirosh	4.1	6.7	www.csfd.cz/film/35447-riskuj-vsechno/	www.imdb.com/title/tt0043590/
Rozkošná Caroline	Caroline chérie 	1951	Komedie / Romantickı	Francie	Richard Pottier	6.6	5.6	www.csfd.cz/film/111072-rozkosna-caroline/	www.imdb.com/title/tt0042316/
Øeka	River, The 	1951	Drama / Romantickı	Francie / Indie / USA	Jean Renoir	6.9	7.6	www.csfd.cz/film/7661-reka/	www.imdb.com/title/tt0043972/
Sirocco	Sirocco 	1951	Drama	USA	Curtis Bernhardt	6.4	6.2	www.csfd.cz/film/23362-sirocco/	www.imdb.com/title/tt0044040/
Sklizeò obilí	Bakushu 	1951	Drama	Japonsko	Jasudiró Ozu	9.2	7.9	www.csfd.cz/film/124849-sklizen-obili/	www.imdb.com/title/tt0043313/
Sleèna Julie	Fröken Julie 	1951	Drama	Švédsko	Alf Sjöberg	7.5	7.4	www.csfd.cz/film/21638-slecna-julie/	www.imdb.com/title/tt0043567/
Smích z ráje	Laughter in Paradise 	1951	Komedie	Velká Británie	Mario Zampi	7.6	6.9	www.csfd.cz/film/28072-smich-z-raje/	www.imdb.com/title/tt0043727/
Storm Warning 	Storm Warning 	1951	Drama / Film-Noir	USA	Stuart Heisler	8.3	7.0	www.csfd.cz/film/26684-storm-warning/	www.imdb.com/title/tt0044075/
Susana	Susana 	1951	Drama	Mexiko	Luis Bunuel	8	7.2	www.csfd.cz/film/1110-susana/	www.imdb.com/title/tt0043018/
Šejdíøova dcera	Hija del engaño, La 	1951	Drama	Mexiko	Luis Bunuel	6.4	6.9	www.csfd.cz/film/1098-sejdirova-dcera/	www.imdb.com/title/tt0043639/
Štika v rybníce 	Štika v rybníce 	1951	Komedie	Èeskoslovensko	Vladimír Èech	3.8	NA	www.csfd.cz/film/1420-stika-v-rybnice/	www.imdb.com/title/tt0247731/
Tanèila jedno léto	Hon dansade en sommar 	1951	Drama / Romantickı	Švédsko	Arne Mattsson	7.3	6.8	www.csfd.cz/film/107884-tancila-jedno-leto/	www.imdb.com/title/tt0043652/
Tarzan v nebezpeèí	Tarzan's Peril 	1951	Akèní / Dobrodrunı	USA	Byron Haskin	5.4	5.7	www.csfd.cz/film/33404-tarzan-v-nebezpeci/	www.imdb.com/title/tt0043695/
Tramvaj do stanice Touha	Streetcar Named Desire, A 	1951	Drama	USA	Elia Kazan	8.4	8.0	www.csfd.cz/film/5088-tramvaj-do-stanice-touha/	www.imdb.com/title/tt0044081/
Vìc	Thing From Another World, The 	1951	Horor / Sci-Fi	USA	Christian Nyby, Howard Hawks	5.9	7.3	www.csfd.cz/film/7023-vec/	www.imdb.com/title/tt0044121/
Westward the Women 	Westward the Women 	1951	Western / Drama	USA	William A. Wellman	9.1	7.4	www.csfd.cz/film/43545-westward-the-women/	www.imdb.com/title/tt0044205/
When Worlds Collide 	When Worlds Collide 	1951	Sci-Fi	USA	Rudolph Maté	6.4	6.7	www.csfd.cz/film/92589-when-worlds-collide/	www.imdb.com/title/tt0044207/
Zázrak v Milánì	Miracolo a Milano 	1951	Drama / Fantasy / Komedie	Itálie	Vittorio De Sica	7.9	7.7	www.csfd.cz/film/33704-zazrak-v-milane/	www.imdb.com/title/tt0043809/
Zázraky se dìjí jen jednou	Miracles n'ont lieu qu'une fois, Les 	1951	Drama	Francie / Itálie	Yves Allégret	7.6	6.8	www.csfd.cz/film/36692-zazraky-se-deji-jen-jednou/	www.imdb.com/title/tt0042737/
Zlaté vìe	Lavender Hill Mob, The 	1951	Komedie / Krimi	Velká Británie	Charles Crichton	8	7.8	www.csfd.cz/film/19776-zlate-veze/	www.imdb.com/title/tt0044829/
5 Fingers 	5 Fingers 	1952	Thriller	USA	Joseph L. Mankiewicz	8	7.6	www.csfd.cz/film/6383-5-fingers/	www.imdb.com/title/tt0044314/
Afrika I. - Z Maroka na Kilimandáro 	Afrika I. - Z Maroka na Kilimandáro 	1952	Dokumentární	Èeskoslovensko	Miroslav Zikmund, Jiøí Hanzelka	8.6	NA	www.csfd.cz/film/205786-afrika-i-z-maroka-na-kilimandzaro/	NA
Agence matrimoniale 	Agence matrimoniale 	1952	Komedie	Francie	Jean-Paul Le Chanois	8.9	7.2	www.csfd.cz/film/31967-agence-matrimoniale/	www.imdb.com/title/tt0043266/
Angel Face 	Angel Face 	1952	Drama / Film-Noir	USA	Otto Preminger	6.8	7.2	www.csfd.cz/film/7481-angel-face/	www.imdb.com/title/tt0044357/
Anna proletáøka 	Anna proletáøka 	1952	Drama	Èeskoslovensko	Karel Steklı	2.1	3.0	www.csfd.cz/film/8667-anna-proletarka/	www.imdb.com/title/tt0149675/
Atomové mìsto	Atomic City, The 	1952	Thriller / Drama	USA	Jerry Hopper	5.2	6.3	www.csfd.cz/film/98238-atomove-mesto/	www.imdb.com/title/tt0044382/
Bílı sob	Valkoinen peura 	1952	Drama / Horor	Finsko	Erik Blomberg	7	7.1	www.csfd.cz/film/198983-bily-sob/	www.imdb.com/title/tt0045283/
Bílı šejk	Sceicco bianco, Lo 	1952	Komedie	Itálie	Federico Fellini	6.9	7.2	www.csfd.cz/film/2614-bily-sejk/	www.imdb.com/title/tt0044000/
Carrie	Carrie 	1952	Drama / Romantickı	USA	William Wyler	7.9	7.3	www.csfd.cz/film/9881-carrie/	www.imdb.com/title/tt0044486/
Cesta do nebe	Subida al cielo 	1952	Komedie	Mexiko	Luis Bunuel	7.2	6.9	www.csfd.cz/film/1109-cesta-do-nebe/	www.imdb.com/title/tt0044084/
Èekající eny	Kvinnors väntan 	1952	Komedie / Drama	Švédsko	Ingmar Bergman	7.7	6.9	www.csfd.cz/film/706-cekajici-zeny/	www.imdb.com/title/tt0044811/
Dìti Hirošimy	Gembaku no ko 	1952	Drama / Váleènı	Japonsko	Kaneto Šindó	7.9	7.1	www.csfd.cz/film/121208-deti-hirosimy/	www.imdb.com/title/tt0044497/
Divotvornı klobouk 	Divotvornı klobouk 	1952	Muzikál / Komedie / Hudební	Èeskoslovensko	Alfréd Radok	6.1	6.2	www.csfd.cz/film/24834-divotvorny-klobouk/	www.imdb.com/title/tt0150341/
Dovolená s Andìlem 	Dovolená s Andìlem 	1952	Komedie	Èeskoslovensko	Boøivoj Zeman	6.4	6.6	www.csfd.cz/film/10090-dovolena-s-andelem/	www.imdb.com/title/tt0238949/
Evropa´51	Europa '51 	1952	Drama	Itálie	Roberto Rossellini	8.1	7.4	www.csfd.cz/film/7865-evropa-51/	www.imdb.com/title/tt0043511/
Fanfán Tulipán	Fanfan la Tulipe 	1952	Dobrodrunı / Komedie / Romantickı	Itálie / Francie	Christian-Jaque	8.2	7.3	www.csfd.cz/film/36721-fanfan-tulipan/	www.imdb.com/title/tt0044602/
Haškovy povídky ze starého mocnáøství 	Haškovy povídky ze starého mocnáøství 	1952	Komedie / Historickı / Povídkovı	Èeskoslovensko	Miroslav Hubáèek	7.3	7.4	www.csfd.cz/film/5987-haskovy-povidky-ze-stareho-mocnarstvi/	www.imdb.com/title/tt0044691/
Chu zeleného èaje v misce rıe	Ochazuke no aji 	1952	Drama	Japonsko	Jasudiró Ozu	8	7.7	www.csfd.cz/film/124883-chut-zeleneho-caje-v-misce-ryze/	www.imdb.com/title/tt0044982/
Ivanhoe 	Ivanhoe 	1952	Dobrodrunı / Drama / Romantickı	USA	Richard Thorpe	7.5	6.8	www.csfd.cz/film/27005-ivanhoe/	www.imdb.com/title/tt0044760/
Jak je dùleité míti Filipa	Importance of Being Earnest, The 	1952	Komedie	Velká Británie	Anthony Asquith	8.4	7.5	www.csfd.cz/film/87738-jak-je-dulezite-miti-filipa/	www.imdb.com/title/tt0044744/
Klepáním se neobtìuj 	Don't Bother to Knock 	1952	Drama / Thriller 	USA 	Roy Ward Baker 	7.4	6.7	www.csfd.cz/film/394-don-t-bother-to-knock/	www.imdb.com/title/tt0044557/ 
Konec strašidel 	Konec strašidel 	1952	Dobrodrunı / Rodinnı	Èeskoslovensko	Jan Matìjovskı, Jiøí Slavíèek	4.8	NA	www.csfd.cz/film/6512-konec-strasidel/	www.imdb.com/title/tt0151241/
Krásky noci	Belles de nuit, Les 	1952	Komedie / Romantickı / Fantasy / Hudební	Francie / Itálie	René Clair	8.1	6.9	www.csfd.cz/film/36717-krasky-noci/	www.imdb.com/title/tt0044409/
Malı svìt dona Camilla	Don Camillo 	1952	Komedie	Itálie / Francie	Julien Duvivier	8.2	7.5	www.csfd.cz/film/45837-maly-svet-dona-camilla/	www.imdb.com/title/tt0043918/
Manelskı ivot	Marrying Kind, The 	1952	Komedie / Drama	USA	George Cukor	6.3	6.8	www.csfd.cz/film/1835-manzelsky-zivot/	www.imdb.com/title/tt0044888/
Mìsto iluzí	Bad and the Beautiful, The 	1952	Drama / Romantickı	USA	Vincente Minnelli	8.1	7.8	www.csfd.cz/film/6747-mesto-iluzi/	www.imdb.com/title/tt0044391/
Mladá léta 	Mladá léta 	1952	ivotopisnı / Historickı / Drama	Èeskoslovensko	Václav Krška	6.5	NA	www.csfd.cz/film/5372-mlada-leta/	www.imdb.com/title/tt0172810/
Mladé srdcia 	Mladé srdcia 	1952	Drama	Èeskoslovensko	Václav Kubásek	2.9	NA	www.csfd.cz/film/29350-mlade-srdcia/	www.imdb.com/title/tt0244076/
Monkey Business 	Monkey Business 	1952	Komedie / Sci-Fi	USA	Howard Hawks	7.4	7.0	www.csfd.cz/film/4195-monkey-business/	www.imdb.com/title/tt0044916/
Moulin Rouge	Moulin Rouge 	1952	Drama / Hudební / Romantickı / ivotopisnı	Velká Británie	John Huston	8.3	7.1	www.csfd.cz/film/4605-moulin-rouge/	www.imdb.com/title/tt0044926/
Mu mého ivota	Homme de ma vie, L' 	1952	Drama	Francie / Itálie	Guy-André Lefranc	7.3	6.8	www.csfd.cz/film/150325-muz-meho-zivota/	www.imdb.com/title/tt0044172/
Nad námi svítá 	Nad námi svítá 	1952	Drama	Èeskoslovensko	Jiøí Krejèík	3.4	NA	www.csfd.cz/film/5327-nad-nami-svita/	www.imdb.com/title/tt0172850/
Narrow Margin, The 	Narrow Margin, The 	1952	Krimi / Film-Noir / Drama	USA	Richard Fleischer	7.4	7.7	www.csfd.cz/film/2759-narrow-margin-the/	www.imdb.com/title/tt0044954/
Nástup 	Nástup 	1952	Drama	Èeskoslovensko	Otakar Vávra	4	3.4	www.csfd.cz/film/9467-nastup/	www.imdb.com/title/tt0175976/
Nejvìtší pøedstavení na svìtì	Greatest Show on Earth, The 	1952	Drama / Rodinnı / Romantickı	USA	Cecil B. DeMille	7.3	6.7	www.csfd.cz/film/16229-nejvetsi-predstaveni-na-svete/	www.imdb.com/title/tt0044672/
Neobyèejná léta 	Neobyèejná léta 	1952	Dokumentární	Èeskoslovensko	Karel Kachyòa, Vojtìch Jasnı	3.9	NA	www.csfd.cz/film/43163-neobycejna-leta/	www.imdb.com/title/tt0171566/
On Dangerous Ground 	On Dangerous Ground 	1952	Krimi / Film-Noir / Drama	USA	Nicholas Ray	7.6	7.4	www.csfd.cz/film/28371-on-dangerous-ground/	www.imdb.com/title/tt0043879/
Pan Taxi	Monsieur Taxi 	1952	Komedie	Francie	André Hunebelle	7.2	6.6	www.csfd.cz/film/32145-pan-taxi/	www.imdb.com/title/tt0044918/
Park Row	Park Row 	1952	Drama	USA	Samuel Fuller	7.3	7.2	www.csfd.cz/film/81663-park-row/	www.imdb.com/title/tt0045009/
Pat a Mike	Pat and Mike 	1952	Komedie / Romantickı / Sportovní	USA	George Cukor	7.3	6.9	www.csfd.cz/film/1840-pat-a-mike/	www.imdb.com/title/tt0045012/
Pirát Vallo	Crimson Pirate, The 	1952	Akèní / Dobrodrunı / Komedie	USA	Robert Siodmak	6.4	7.3	www.csfd.cz/film/14170-pirat-vallo/	www.imdb.com/title/tt0044517/
Písnièka za groš 	Písnièka za groš 	1952	Komedie / Hudební	Èeskoslovensko	Rudolf Myzet	3.6	NA	www.csfd.cz/film/6873-pisnicka-za-gros/	www.imdb.com/title/tt0282872/
Plaveckı mariáš 	Plaveckı mariáš 	1952	Komedie	Èeskoslovensko	Václav Wasserman	5.1	5.4	www.csfd.cz/film/9533-plavecky-marias/	www.imdb.com/title/tt0151996/
Poèestná dìvka	Putain respectueuse, La 	1952	Drama	Francie	Marcello Pagliero	7.9	6.2	www.csfd.cz/film/32159-pocestna-devka/	www.imdb.com/title/tt0045060/
Podivné okouzlení	Strange Fascination 	1952	Drama / Film-Noir	USA	Hugo Haas	6.4	6.2	www.csfd.cz/film/4054-podivne-okouzleni/	www.imdb.com/title/tt0045199/
Poklad Ptaèího ostrova 	Poklad Ptaèího ostrova 	1952	Animovanı / Pohádka	Èeskoslovensko	Karel Zeman	7.4	6.6	www.csfd.cz/film/10122-poklad-ptaciho-ostrova/	www.imdb.com/title/tt0045040/
Pøíbìh Robina Hooda a jeho druiny	Story of Robin Hood and His Merrie Men, The 	1952	Dobrodrunı / Rodinnı	USA	Ken Annakin	6.4	6.7	www.csfd.cz/film/24158-pribeh-robina-hooda-a-jeho-druziny/	www.imdb.com/title/tt0045197/
Pyšná princezna 	Pyšná princezna 	1952	Pohádka / Komedie / Drama / Rodinnı	Èeskoslovensko	Boøivoj Zeman	8.1	7.0	www.csfd.cz/film/10094-pysna-princezna/	www.imdb.com/title/tt0191383/
Radovánky	Plaisir, Le 	1952	Komedie / Drama	Francie	Max Ophüls	7.1	7.7	www.csfd.cz/film/36572-radovanky/	www.imdb.com/title/tt0045034/
Ranè zloèincù	Rancho Notorious 	1952	Western / Drama	USA	Fritz Lang	7.5	7.0	www.csfd.cz/film/5619-ranc-zlocincu/	www.imdb.com/title/tt0045070/
Øím v 11 hodin	Roma ore 11 	1952	Drama	Itálie / Francie	Giuseppe De Santis	7.9	7.6	www.csfd.cz/film/82247-rim-v-11-hodin/	www.imdb.com/title/tt0045098/
Sadko	Sadko 	1952	Dobrodrunı / Fantasy / Pohádka	Sovìtskı svaz	Alexandr Ptuško	6.3	4.8	www.csfd.cz/film/42547-sadko/	www.imdb.com/title/tt0046264/
Scaramouche	Scaramouche 	1952	Dobrodrunı / Romantickı	USA	George Sidney	7.1	7.6	www.csfd.cz/film/17557-scaramouche/	www.imdb.com/title/tt0045125/
Secret People, The 	Secret People, The 	1952	Krimi / Drama	Velká Británie	Thorold Dickinson	7.2	6.3	www.csfd.cz/film/28077-secret-people-the/	www.imdb.com/title/tt0044014/
Slovo dìlá enu 	Slovo dìlá enu 	1952	Komedie	Èeskoslovensko	Jaroslav Mach	4.9	4.4	www.csfd.cz/film/6280-slovo-dela-zenu/	www.imdb.com/title/tt0265767/
Snìhurka	Snìguroèka 	1952	Animovanı / Pohádka	Sovìtskı svaz	Ivan Ivanov-Vano	7.9	6.9	www.csfd.cz/film/201019-snehurka/	www.imdb.com/title/tt0045160/
Snìhy Kilimandára	Snows of Kilimanjaro, The 	1952	Dobrodrunı / Drama / Romantickı	USA	Henry King	6.4	6.2	www.csfd.cz/film/26176-snehy-kilimandzara/	www.imdb.com/title/tt0045162/
Souboj v Silver Creek	Duel at Silver Creek, The 	1952	Western	USA	Don Siegel	7.2	6.2	www.csfd.cz/film/8379-souboj-v-silver-creek/	www.imdb.com/title/tt0044573/
Springfieldka	Springfield Rifle 	1952	Váleènı / Western	USA	André De Toth	7.6	6.4	www.csfd.cz/film/23701-springfieldka/	www.imdb.com/title/tt0045184/
Staré povìsti èeské 	Staré povìsti èeské 	1952	Animovanı / Loutkovı / Historickı	Èeskoslovensko	Jiøí Trnka	8.5	7.6	www.csfd.cz/film/28460-stare-povesti-ceske/	www.imdb.com/title/tt0240034/
Svìtla ramp	Limelight 	1952	Komedie / Drama	USA	Charles Chaplin	8.6	7.9	www.csfd.cz/film/1485-svetla-ramp/	www.imdb.com/title/tt0044837/
Tarzan's Savage Fury 	Tarzan's Savage Fury 	1952	Akèní / Dobrodrunı	USA	Cy Endfield	5.4	5.7	www.csfd.cz/film/33405-tarzan-s-savage-fury/	www.imdb.com/title/tt0045220/
Tichı mu	Quiet Man, The 	1952	Drama / Romantickı / Komedie	USA	John Ford	7.5	7.9	www.csfd.cz/film/2917-tichy-muz/	www.imdb.com/title/tt0045061/
Tragedy of Othello: The Moor of Venice, The 	Tragedy of Othello: The Moor of Venice, The 	1952	Drama / Romantickı	USA / Itálie / Francie / Maroko	Orson Welles	9	7.7	www.csfd.cz/film/16670-tragedy-of-othello-the-moor-of-venice-the/	www.imdb.com/title/tt0045251/
Umberto D.	Umberto D. 	1952	Drama	Itálie	Vittorio De Sica	8.5	8.2	www.csfd.cz/film/42985-umberto-d/	www.imdb.com/title/tt0045274/
Únos 	Únos 	1952	Drama	Èeskoslovensko	Ján Kadár, Elmar Klos	4	4.9	www.csfd.cz/film/5007-unos/	www.imdb.com/title/tt0045280/
Usmìvavá zem 	Usmìvavá zem 	1952	Drama	Èeskoslovensko	Václav Gajer	5	NA	www.csfd.cz/film/3276-usmevava-zem/	www.imdb.com/title/tt0171871/
V osidlech noci	Clash by Night 	1952	Drama / Film-Noir	USA	Fritz Lang	7.7	7.0	www.csfd.cz/film/5596-v-osidlech-noci/	www.imdb.com/title/tt0044502/
V pravé poledne	High Noon 	1952	Western / Drama	USA	Fred Zinnemann	8	8.2	www.csfd.cz/film/10157-v-prave-poledne/	www.imdb.com/title/tt0044706/
Velké dobrodruství 	Velké dobrodruství 	1952	Drama / Dobrodrunı / ivotopisnı	Èeskoslovensko	Miloš Makovec	6.9	NA	www.csfd.cz/film/6337-velke-dobrodruzstvi/	www.imdb.com/title/tt0309032/
Viva Zapata!	Viva Zapata! 	1952	Drama / ivotopisnı / Historickı / Váleènı	USA	Elia Kazan	7.7	7.4	www.csfd.cz/film/5091-viva-zapata/	www.imdb.com/title/tt0045296/
Vra se, Sábinko	Come Back, Little Sheba 	1952	Drama	USA	Daniel Mann	8.5	7.6	www.csfd.cz/film/24960-vrat-se-sabinko/	www.imdb.com/title/tt0044509/
Všichni jsme vrahové	Nous sommes tous des assassins 	1952	Drama	Francie / Itálie	André Cayatte	7.1	6.8	www.csfd.cz/film/124628-vsichni-jsme-vrahove/	www.imdb.com/title/tt0044977/
Vysoké nebe	Big Sky, The 	1952	Western / Dobrodrunı	USA	Howard Hawks	6.9	7.1	www.csfd.cz/film/4175-vysoke-nebe/	www.imdb.com/title/tt0044419/
Zakázané hry	Jeux interdits 	1952	Drama / Váleènı	Francie	René Clément	8.5	7.9	www.csfd.cz/film/124627-zakazane-hry/	www.imdb.com/title/tt0043686/
Zátoèina øeky	Bend of the River 	1952	Western / Dobrodrunı	USA	Anthony Mann	8	7.3	www.csfd.cz/film/6405-zatocina-reky/	www.imdb.com/title/tt0044413/
Zítra se bude tanèit všude 	Zítra se bude tanèit všude 	1952	Hudební / Komedie	Èeskoslovensko	Vladimír Vlèek	1.8	3.6	www.csfd.cz/film/9331-zitra-se-bude-tancit-vsude/	www.imdb.com/title/tt0295760/
Zloèin století	Walk East on Beacon! 	1952	Thriller / Drama	USA	Alfred L. Werker	3.4	6.6	www.csfd.cz/film/74674-zlocin-stoleti/	www.imdb.com/title/tt0045309/
Zpívání v dešti	Singin' in the Rain 	1952	Muzikál / Romantickı / Komedie	USA	Gene Kelly, Stanley Donen	8.7	8.4	www.csfd.cz/film/2428-zpivani-v-desti/	www.imdb.com/title/tt0045152/
ít	Ikiru 	1952	Drama / Psychologickı	Japonsko	Akira Kurosawa	8.6	8.3	www.csfd.cz/film/5427-zit/	www.imdb.com/title/tt0044741/
ivot milostnice O´Haru	Saikaku ichidai onna 	1952	Drama	Japonsko	Kendi Mizoguèi	8.5	7.8	www.csfd.cz/film/25838-zivot-milostnice-o-haru/	www.imdb.com/title/tt0045112/
Afrika II. - Od rovníku ke Stolové hoøe 	Afrika II. - Od rovníku ke Stolové hoøe 	1953	Dokumentární	Èeskoslovensko	Miroslav Zikmund, Jiøí Hanzelka	8.3	NA	www.csfd.cz/film/208082-afrika-ii-od-rovniku-ke-stolove-hore/	NA
Beast From 20,000 Fathoms, The 	Beast From 20,000 Fathoms, The 	1953	Sci-Fi / Horor	USA	Eugene Lourié	6.2	6.6	www.csfd.cz/film/49306-beast-from-20-000-fathoms-the/	www.imdb.com/title/tt0045546/
Blue Gardenia, The 	Blue Gardenia, The 	1953	Krimi / Drama / Film-Noir / Mysteriózní	USA	Fritz Lang	7.2	6.9	www.csfd.cz/film/5595-blue-gardenia-the/	www.imdb.com/title/tt0045564/
Brána pekel	Jigokumon 	1953	Drama	Japonsko	Teinosuke Kinugasa	7.4	7.2	www.csfd.cz/film/139548-brana-pekel/	www.imdb.com/title/tt0045935/
Calamity Jane	Calamity Jane 	1953	Muzikál / Western / Komedie / Romantickı	USA	David Butler	6.4	7.0	www.csfd.cz/film/27598-calamity-jane/	www.imdb.com/title/tt0045591/
Cat-Women of the Moon 	Cat-Women of the Moon 	1953	Dobrodrunı / Sci-Fi	USA	Arthur Hilton	6	NA	www.csfd.cz/film/46811-cat-women-of-the-moon/	NA
Cesta po Itálii	Viaggio in Italia 	1953	Drama	Itálie / Francie	Roberto Rossellini	7.9	7.4	www.csfd.cz/film/7892-cesta-po-italii/	www.imdb.com/title/tt0046511/
Èin lásky	Un acte d'amour 	1953	Drama / Váleènı / Romantickı	Francie / USA	Anatole Litvak	6.6	6.6	www.csfd.cz/film/23888-cin-lasky/	www.imdb.com/title/tt0046480/
Dáma bez kamélií	Signora senza camelie, La 	1953	Drama	Itálie / Francie	Michelangelo Antonioni	6.8	7.1	www.csfd.cz/film/252-dama-bez-kamelii/	www.imdb.com/title/tt0046313/
Darmošlapové	Vitelloni, I 	1953	Drama / Podobenství / Povídkovı / Romantickı	Itálie / Francie	Federico Fellini	7.8	7.9	www.csfd.cz/film/2617-darmoslapove/	www.imdb.com/title/tt0046521/
Divoch	Wild One, The 	1953	Drama / Road movie	USA	László Benedek	7.2	6.9	www.csfd.cz/film/25475-divoch/	www.imdb.com/title/tt0047677/
Dobyvatelé sedmi moøí	Raiders of the Seven Seas 	1953	Dobrodrunı	USA	Sidney Salkow	6.2	5.6	www.csfd.cz/film/80775-dobyvatele-sedmi-mori/	www.imdb.com/title/tt0046223/
Dùm voskovıch figurín	House of Wax 	1953	Krimi / Horor / Mysteriózní / Thriller	USA	André De Toth	7.4	7.0	www.csfd.cz/film/18778-dum-voskovych-figurin/	www.imdb.com/title/tt0045888/
Él	Él 	1953	Drama	Mexiko	Luis Bunuel	7.9	7.8	www.csfd.cz/film/1118-el/	www.imdb.com/title/tt0045361/
Escape from Fort Bravo 	Escape from Fort Bravo 	1953	Western	USA	John Sturges	7.9	6.6	www.csfd.cz/film/24530-escape-from-fort-bravo/	www.imdb.com/title/tt0045737/
Expres z Norimberka 	Expres z Norimberka 	1953	Dobrodrunı / Drama	Èeskoslovensko	Vladimír Èech	5.1	5.1	www.csfd.cz/film/1401-expres-z-norimberka/	www.imdb.com/title/tt0247326/
Genevieve	Genevieve 	1953	Komedie	Velká Británie	Henry Cornelius	7.6	7.1	www.csfd.cz/film/69757-genevieve/	www.imdb.com/title/tt0045808/
Gion bayashi 	Gion bayashi 	1953	Drama	Japonsko	Kendi Mizoguèi	8.3	7.6	www.csfd.cz/film/127848-gion-bayashi/	www.imdb.com/title/tt0045814/
Glen, nebo Glenda	Glen or Glenda 	1953	Drama	USA	Edward D. Wood Jr.	5.6	3.8	www.csfd.cz/film/14416-glen-nebo-glenda/	www.imdb.com/title/tt0045826/
Hondo	Hondo 	1953	Western	USA	John Farrow	7.3	7.1	www.csfd.cz/film/21734-hondo/	www.imdb.com/title/tt0045883/
